term,code,preferred_term,category
Acetyl CoA Acyltransferase,D000102,Acetyl-CoA C-Acyltransferase,drugs
"Acyltransferase, Acetyl CoA",D000102,Acetyl-CoA C-Acyltransferase,drugs
"CoA Acyltransferase, Acetyl",D000102,Acetyl-CoA C-Acyltransferase,drugs
Acetyl Coenzyme A Acyltransferase,D000102,Acetyl-CoA C-Acyltransferase,drugs
beta-Ketoacyl Thiolase,D000102,Acetyl-CoA C-Acyltransferase,drugs
beta Ketoacyl Thiolase,D000102,Acetyl-CoA C-Acyltransferase,drugs
"Thiolase, beta-Ketoacyl",D000102,Acetyl-CoA C-Acyltransferase,drugs
beta-Ketothiolase,D000102,Acetyl-CoA C-Acyltransferase,drugs
beta Ketothiolase,D000102,Acetyl-CoA C-Acyltransferase,drugs
Acetyl-CoA Carboxylase,D000103,Acetyl-CoA Carboxylase,drugs
Acetyl CoA Carboxylase,D000103,Acetyl-CoA Carboxylase,drugs
"Carboxylase, Acetyl-CoA",D000103,Acetyl-CoA Carboxylase,drugs
Acetyl Coenzyme A Carboxylase,D000103,Acetyl-CoA Carboxylase,drugs
Acetyl-CoA Hydrolase,D000104,Acetyl-CoA Hydrolase,drugs
Acetyl CoA Hydrolase,D000104,Acetyl-CoA Hydrolase,drugs
"Hydrolase, Acetyl-CoA",D000104,Acetyl-CoA Hydrolase,drugs
Acetyl-CoA Acylase,D000104,Acetyl-CoA Hydrolase,drugs
Acetyl CoA Acylase,D000104,Acetyl-CoA Hydrolase,drugs
"Acylase, Acetyl-CoA",D000104,Acetyl-CoA Hydrolase,drugs
Acetyl-CoA Deacylase,D000104,Acetyl-CoA Hydrolase,drugs
Acetyl CoA Deacylase,D000104,Acetyl-CoA Hydrolase,drugs
"Deacylase, Acetyl-CoA",D000104,Acetyl-CoA Hydrolase,drugs
Acetyl Coenzyme A Hydrolase,D000104,Acetyl-CoA Hydrolase,drugs
Acetyl Coenzyme A,D000105,Acetyl Coenzyme A,drugs
"Coenzyme A, Acetyl",D000105,Acetyl Coenzyme A,drugs
Acetyl CoA,D000105,Acetyl Coenzyme A,drugs
"CoA, Acetyl",D000105,Acetyl Coenzyme A,drugs
Acetyl-CoA,D000105,Acetyl Coenzyme A,drugs
Acetate-CoA Ligase,D000106,Acetate-CoA Ligase,drugs
Acetate CoA Ligase,D000106,Acetate-CoA Ligase,drugs
"Ligase, Acetate-CoA",D000106,Acetate-CoA Ligase,drugs
Acetate Thiokinase,D000106,Acetate-CoA Ligase,drugs
"Thiokinase, Acetate",D000106,Acetate-CoA Ligase,drugs
Acetothiokinase,D000106,Acetate-CoA Ligase,drugs
Acetyl Activating Enzyme,D000106,Acetate-CoA Ligase,drugs
"Activating Enzyme, Acetyl",D000106,Acetate-CoA Ligase,drugs
"Enzyme, Acetyl Activating",D000106,Acetate-CoA Ligase,drugs
Acetyl Coenzyme A Synthetase,D000106,Acetate-CoA Ligase,drugs
Acetyl CoA Synthetase,D000106,Acetate-CoA Ligase,drugs
"CoA Synthetase, Acetyl",D000106,Acetate-CoA Ligase,drugs
"Synthetase, Acetyl CoA",D000106,Acetate-CoA Ligase,drugs
Acetylcarnitine,D000108,Acetylcarnitine,drugs
Acetyl Carnitine,D000108,Acetylcarnitine,drugs
"Carnitine, Acetyl",D000108,Acetylcarnitine,drugs
Levocarnitine Acetyl,D000108,Acetylcarnitine,drugs
Acetyl-L-Carnitine,D000108,Acetylcarnitine,drugs
Acetyl L Carnitine,D000108,Acetylcarnitine,drugs
Alcar,D000108,Acetylcarnitine,drugs
Medosan,D000108,Acetylcarnitine,drugs
"Acetylcarnitine, (R)-Isomer",D000108,Acetylcarnitine,drugs
Branigen,D000108,Acetylcarnitine,drugs
Acetylcholine,D000109,Acetylcholine,drugs
"2-(Acetyloxy)-N,N,N-trimethylethanaminium",D000109,Acetylcholine,drugs
Miochol,D000109,Acetylcholine,drugs
Acetylcholine Bromide,D000109,Acetylcholine,drugs
"Bromide, Acetylcholine",D000109,Acetylcholine,drugs
Bromoacetylcholine,D000109,Acetylcholine,drugs
Acetylcholine Chloride,D000109,Acetylcholine,drugs
Chloroacetylcholine,D000109,Acetylcholine,drugs
Acetylcholine Iodide,D000109,Acetylcholine,drugs
"Iodide, Acetylcholine",D000109,Acetylcholine,drugs
Acetylcholine Sulfate (1:1),D000109,Acetylcholine,drugs
Acetylcholine Hydroxide,D000109,Acetylcholine,drugs
"Hydroxide, Acetylcholine",D000109,Acetylcholine,drugs
Acetylcholine Fluoride,D000109,Acetylcholine,drugs
"Fluoride, Acetylcholine",D000109,Acetylcholine,drugs
Acetylcholine Picrate (1:1),D000109,Acetylcholine,drugs
Acetylcholine Picrate,D000109,Acetylcholine,drugs
Acetylcholine L-Tartrate,D000109,Acetylcholine,drugs
Acetylcholine L Tartrate,D000109,Acetylcholine,drugs
"L-Tartrate, Acetylcholine",D000109,Acetylcholine,drugs
Acetylcholine Perchlorate,D000109,Acetylcholine,drugs
"Perchlorate, Acetylcholine",D000109,Acetylcholine,drugs
Acetilcolina Cusi,D000109,Acetylcholine,drugs
"Cusi, Acetilcolina",D000109,Acetylcholine,drugs
Acetylcholinesterase,D000110,Acetylcholinesterase,drugs
Acetylcholine Hydrolase,D000110,Acetylcholinesterase,drugs
"Hydrolase, Acetylcholine",D000110,Acetylcholinesterase,drugs
Acetylthiocholinesterase,D000110,Acetylcholinesterase,drugs
Acetylcysteine,D000111,Acetylcysteine,drugs
Mercapturic Acid,D000111,Acetylcysteine,drugs
"Acid, Mercapturic",D000111,Acetylcysteine,drugs
N-Acetyl-L-cysteine,D000111,Acetylcysteine,drugs
N Acetyl L cysteine,D000111,Acetylcysteine,drugs
N-Acetylcysteine,D000111,Acetylcysteine,drugs
N Acetylcysteine,D000111,Acetylcysteine,drugs
Broncholysin,D000111,Acetylcysteine,drugs
Fluimucil,D000111,Acetylcysteine,drugs
NAC Zambon,D000111,Acetylcysteine,drugs
"Zambon, NAC",D000111,Acetylcysteine,drugs
Mucomyst,D000111,Acetylcysteine,drugs
Acetylin,D000111,Acetylcysteine,drugs
Mucosolvin,D000111,Acetylcysteine,drugs
Acetylcysteine Zinc,D000111,Acetylcysteine,drugs
"Zinc, Acetylcysteine",D000111,Acetylcysteine,drugs
Acetylcysteine Hydrochloride,D000111,Acetylcysteine,drugs
"Hydrochloride, Acetylcysteine",D000111,Acetylcysteine,drugs
"Acetylcysteine, (D)-Isomer",D000111,Acetylcysteine,drugs
"Acetylcysteine, Monoammonium Salt",D000111,Acetylcysteine,drugs
Monoammonium Salt Acetylcysteine,D000111,Acetylcysteine,drugs
Acetylcysteine Sodium,D000111,Acetylcysteine,drugs
"Sodium, Acetylcysteine",D000111,Acetylcysteine,drugs
"Acetylcysteine, Monosodium Salt",D000111,Acetylcysteine,drugs
Monosodium Salt Acetylcysteine,D000111,Acetylcysteine,drugs
"Acetylcysteine, (DL)-Isomer",D000111,Acetylcysteine,drugs
Solmucol,D000111,Acetylcysteine,drugs
Genac,D000111,Acetylcysteine,drugs
Siccoral,D000111,Acetylcysteine,drugs
Siran,D000111,Acetylcysteine,drugs
Acemuc,D000111,Acetylcysteine,drugs
Acetylcystein AL,D000111,Acetylcysteine,drugs
NAC AL,D000111,Acetylcysteine,drugs
acebraus,D000111,Acetylcysteine,drugs
Acetabs,D000111,Acetylcysteine,drugs
Acetylcystein Atid,D000111,Acetylcysteine,drugs
Acetylcystein Heumann,D000111,Acetylcysteine,drugs
Acetylcystein Trom,D000111,Acetylcysteine,drugs
Acetyst,D000111,Acetylcysteine,drugs
Airbron,D000111,Acetylcysteine,drugs
Alveolex,D000111,Acetylcysteine,drugs
Bromuc,D000111,Acetylcysteine,drugs
Azubronchin,D000111,Acetylcysteine,drugs
Fluprowit,D000111,Acetylcysteine,drugs
Muco Sanigen,D000111,Acetylcysteine,drugs
"Sanigen, Muco",D000111,Acetylcysteine,drugs
Optipect Hustengetränk,D000111,Acetylcysteine,drugs
"Hustengetränk, Optipect",D000111,Acetylcysteine,drugs
Acétylcystéine GNR,D000111,Acetylcysteine,drugs
Bisolvon NAC,D000111,Acetylcysteine,drugs
"NAC, Bisolvon",D000111,Acetylcysteine,drugs
Broncho-Fips,D000111,Acetylcysteine,drugs
BronchoFips,D000111,Acetylcysteine,drugs
Broncho Fips,D000111,Acetylcysteine,drugs
Broncoclar,D000111,Acetylcysteine,drugs
Codotussyl,D000111,Acetylcysteine,drugs
Cystamucil,D000111,Acetylcysteine,drugs
Dampo Mucopect,D000111,Acetylcysteine,drugs
"Mucopect, Dampo",D000111,Acetylcysteine,drugs
durabronchal,D000111,Acetylcysteine,drugs
Larylin NAC,D000111,Acetylcysteine,drugs
Eurespiran,D000111,Acetylcysteine,drugs
Exomuc,D000111,Acetylcysteine,drugs
Fabrol,D000111,Acetylcysteine,drugs
Frekatuss,D000111,Acetylcysteine,drugs
Hoestil,D000111,Acetylcysteine,drugs
Ilube,D000111,Acetylcysteine,drugs
Jenacystein,D000111,Acetylcysteine,drugs
Jenapharm,D000111,Acetylcysteine,drugs
Lantamed,D000111,Acetylcysteine,drugs
Lindocetyl,D000111,Acetylcysteine,drugs
M-Pectil,D000111,Acetylcysteine,drugs
MPectil,D000111,Acetylcysteine,drugs
M Pectil,D000111,Acetylcysteine,drugs
Muciteran,D000111,Acetylcysteine,drugs
mentopin Acetylcystein,D000111,Acetylcysteine,drugs
"Acetylcystein, mentopin",D000111,Acetylcysteine,drugs
Mucosil,D000111,Acetylcysteine,drugs
Mucosol,D000111,Acetylcysteine,drugs
Acetyldigitoxins,D000112,Acetyldigitoxins,drugs
Desglucolanatosides A,D000112,Acetyldigitoxins,drugs
Acedoxin,D000112,Acetyldigitoxins,drugs
Adicin,D000112,Acetyldigitoxins,drugs
alpha-Acetyldigitoxin,D000112,Acetyldigitoxins,drugs
alpha Acetyldigitoxin,D000112,Acetyldigitoxins,drugs
Digitoxin Monoacetate,D000112,Acetyldigitoxins,drugs
"Monoacetate, Digitoxin",D000112,Acetyldigitoxins,drugs
Acetyldigitoxin,D000112,Acetyldigitoxins,drugs
Acetyldigoxins,D000113,Acetyldigoxins,drugs
Desglucolanatosides C,D000113,Acetyldigoxins,drugs
alpha-Acetyldigoxin,D000113,Acetyldigoxins,drugs
alpha Acetyldigoxin,D000113,Acetyldigoxins,drugs
beta-Acetyldigoxin,D000113,Acetyldigoxins,drugs
beta Acetyldigoxin,D000113,Acetyldigoxins,drugs
Novodigal,D000113,Acetyldigoxins,drugs
Digostada,D000113,Acetyldigoxins,drugs
Digotab,D000113,Acetyldigoxins,drugs
digox von ct,D000113,Acetyldigoxins,drugs
"ct, digox von",D000113,Acetyldigoxins,drugs
"von ct, digox",D000113,Acetyldigoxins,drugs
Digoxin Didier,D000113,Acetyldigoxins,drugs
"Didier, Digoxin",D000113,Acetyldigoxins,drugs
Gladixol N,D000113,Acetyldigoxins,drugs
glycotop,D000113,Acetyldigoxins,drugs
Kardiamed,D000113,Acetyldigoxins,drugs
Longdigox,D000113,Acetyldigoxins,drugs
Stillacor,D000113,Acetyldigoxins,drugs
Acetylene,D000114,Acetylene,drugs
Ethyne,D000114,Acetylene,drugs
Acetylesterase,D000115,Acetylesterase,drugs
Acetate Esterase,D000115,Acetylesterase,drugs
"Esterase, Acetate",D000115,Acetylesterase,drugs
Acetylase,D000115,Acetylesterase,drugs
Acid Esterase,D000115,Acetylesterase,drugs
"Esterase, Acid",D000115,Acetylesterase,drugs
Esterase-17,D000115,Acetylesterase,drugs
Esterase 17,D000115,Acetylesterase,drugs
Acetylgalactosamine,D000116,Acetylgalactosamine,drugs
N-Acetyl-D-Galactosamine,D000116,Acetylgalactosamine,drugs
N Acetyl D Galactosamine,D000116,Acetylgalactosamine,drugs
2-Acetamido-2-D-galactopyranose,D000116,Acetylgalactosamine,drugs
2 Acetamido 2 D galactopyranose,D000116,Acetylgalactosamine,drugs
2-Acetamido-2-Deoxy-D-Galactose,D000116,Acetylgalactosamine,drugs
2 Acetamido 2 Deoxy D Galactose,D000116,Acetylgalactosamine,drugs
2-Acetamido-2-Deoxygalactose,D000116,Acetylgalactosamine,drugs
2 Acetamido 2 Deoxygalactose,D000116,Acetylgalactosamine,drugs
Acetylglucosamine,D000117,Acetylglucosamine,drugs
Acetyl Glucosamine,D000117,Acetylglucosamine,drugs
"Glucosamine, Acetyl",D000117,Acetylglucosamine,drugs
2-Acetamido-2-Deoxy-D-Glucose,D000117,Acetylglucosamine,drugs
2 Acetamido 2 Deoxy D Glucose,D000117,Acetylglucosamine,drugs
2-Acetamido-2-Deoxyglucose,D000117,Acetylglucosamine,drugs
2 Acetamido 2 Deoxyglucose,D000117,Acetylglucosamine,drugs
N-Acetyl-beta-D-Glucosamine,D000117,Acetylglucosamine,drugs
N Acetyl beta D Glucosamine,D000117,Acetylglucosamine,drugs
beta-N-Acetylglucosamine,D000117,Acetylglucosamine,drugs
beta N Acetylglucosamine,D000117,Acetylglucosamine,drugs
N-Acetylglucosamine,D000117,Acetylglucosamine,drugs
N Acetylglucosamine,D000117,Acetylglucosamine,drugs
N-Acetyl Glucosamine,D000117,Acetylglucosamine,drugs
"Glucosamine, N-Acetyl",D000117,Acetylglucosamine,drugs
N Acetyl Glucosamine,D000117,Acetylglucosamine,drugs
N-Acetyl-D-Glucosamine,D000117,Acetylglucosamine,drugs
N Acetyl D Glucosamine,D000117,Acetylglucosamine,drugs
Acetylglucosaminidase,D000118,Acetylglucosaminidase,drugs
N-Acetyl-beta-D-glucosaminidase,D000118,Acetylglucosaminidase,drugs
N Acetyl beta D glucosaminidase,D000118,Acetylglucosaminidase,drugs
beta-D-Acetamido-2-Deoxyglucosidase,D000118,Acetylglucosaminidase,drugs
beta D Acetamido 2 Deoxyglucosidase,D000118,Acetylglucosaminidase,drugs
beta-D-N-acetylglucosaminidase,D000118,Acetylglucosaminidase,drugs
beta D N acetylglucosaminidase,D000118,Acetylglucosaminidase,drugs
beta-N-Acetylglucosaminidase,D000118,Acetylglucosaminidase,drugs
beta N Acetylglucosaminidase,D000118,Acetylglucosaminidase,drugs
Chitobiase,D000118,Acetylglucosaminidase,drugs
"N,N-Diacetylchitobiase",D000118,Acetylglucosaminidase,drugs
"N,N Diacetylchitobiase",D000118,Acetylglucosaminidase,drugs
NAGase,D000118,Acetylglucosaminidase,drugs
N-Ac-beta-Glucosaminidase,D000118,Acetylglucosaminidase,drugs
N Ac beta Glucosaminidase,D000118,Acetylglucosaminidase,drugs
Acetylmuramyl-Alanyl-Isoglutamine,D000119,Acetylmuramyl-Alanyl-Isoglutamine,drugs
Acetylmuramyl Alanyl Isoglutamine,D000119,Acetylmuramyl-Alanyl-Isoglutamine,drugs
"Alanyl Isoglutamine, Acetylmuramyl",D000119,Acetylmuramyl-Alanyl-Isoglutamine,drugs
"Isoglutamine, Acetylmuramyl Alanyl",D000119,Acetylmuramyl-Alanyl-Isoglutamine,drugs
Muramyl Dipeptide,D000119,Acetylmuramyl-Alanyl-Isoglutamine,drugs
"Dipeptide, Muramyl",D000119,Acetylmuramyl-Alanyl-Isoglutamine,drugs
Mur-NAc-L-Ala-D-isoGln,D000119,Acetylmuramyl-Alanyl-Isoglutamine,drugs
Mur NAc L Ala D isoGln,D000119,Acetylmuramyl-Alanyl-Isoglutamine,drugs
N-Acetyl-Muramyl-L-Alanyl-D-Glutamic-alpha-Amide,D000119,Acetylmuramyl-Alanyl-Isoglutamine,drugs
N Acetyl Muramyl L Alanyl D Glutamic alpha Amide,D000119,Acetylmuramyl-Alanyl-Isoglutamine,drugs
N-Acetylmuramyl-L-Alanyl-D-Isoglutamine,D000119,Acetylmuramyl-Alanyl-Isoglutamine,drugs
N Acetylmuramyl L Alanyl D Isoglutamine,D000119,Acetylmuramyl-Alanyl-Isoglutamine,drugs
Acecainide,D000120,Acecainide,drugs
Acetylprocainamide,D000120,Acecainide,drugs
N-Acetylprocainamide,D000120,Acecainide,drugs
N Acetylprocainamide,D000120,Acecainide,drugs
Acecainide Hydrochloride,D000120,Acecainide,drugs
"Hydrochloride, Acecainide",D000120,Acecainide,drugs
Acecainide Monohydrochloride,D000120,Acecainide,drugs
"Monohydrochloride, Acecainide",D000120,Acecainide,drugs
Acetylserotonin O-Methyltransferase,D000121,Acetylserotonin O-Methyltransferase,drugs
Acetylserotonin O Methyltransferase,D000121,Acetylserotonin O-Methyltransferase,drugs
"O-Methyltransferase, Acetylserotonin",D000121,Acetylserotonin O-Methyltransferase,drugs
Acetylserotonin Methyltransferase,D000121,Acetylserotonin O-Methyltransferase,drugs
"Methyltransferase, Acetylserotonin",D000121,Acetylserotonin O-Methyltransferase,drugs
Hydroxyindole O-Methyltransferase,D000121,Acetylserotonin O-Methyltransferase,drugs
Hydroxyindole O Methyltransferase,D000121,Acetylserotonin O-Methyltransferase,drugs
"O-Methyltransferase, Hydroxyindole",D000121,Acetylserotonin O-Methyltransferase,drugs
Oxyindol-O-Methyltransferase,D000121,Acetylserotonin O-Methyltransferase,drugs
Oxyindol O Methyltransferase,D000121,Acetylserotonin O-Methyltransferase,drugs
HIOMT,D000121,Acetylserotonin O-Methyltransferase,drugs
Acetylthiocholine,D000122,Acetylthiocholine,drugs
(2-Mercaptoethyl)trimethylammonium Acetate,D000122,Acetylthiocholine,drugs
Acetyltransferases,D000123,Acetyltransferases,drugs
Acetyltransferase,D000123,Acetyltransferases,drugs
Achlorhydria,D000126,Achlorhydria,diseases
Achylia Gastrica,D000126,Achlorhydria,diseases
Hypochlorhydria,D000126,Achlorhydria,diseases
Achondroplasia,D000130,Achondroplasia,diseases
Achondroplasias,D000130,Achondroplasia,diseases
"Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans",D000130,Achondroplasia,diseases
SADDAN,D000130,Achondroplasia,diseases
SADDANs,D000130,Achondroplasia,diseases
SADDAN Dysplasia,D000130,Achondroplasia,diseases
"Dysplasia, SADDAN",D000130,Achondroplasia,diseases
"Dysplasias, SADDAN",D000130,Achondroplasia,diseases
SADDAN Dysplasias,D000130,Achondroplasia,diseases
Severe Achondroplasia with Developmental Delay and Acanthosis Nigricans,D000130,Achondroplasia,diseases
Skeleton-Skin-Brain Syndrome,D000130,Achondroplasia,diseases
Skeleton Skin Brain Syndrome,D000130,Achondroplasia,diseases
Skeleton-Skin-Brain Syndromes,D000130,Achondroplasia,diseases
"Syndrome, Skeleton-Skin-Brain",D000130,Achondroplasia,diseases
"Syndromes, Skeleton-Skin-Brain",D000130,Achondroplasia,diseases
Acid Phosphatase,D000135,Acid Phosphatase,drugs
Acid beta-Glycerophosphatase,D000135,Acid Phosphatase,drugs
Acid beta Glycerophosphatase,D000135,Acid Phosphatase,drugs
Acid-Base Imbalance,D000137,Acid-Base Imbalance,diseases
Acid Base Imbalance,D000137,Acid-Base Imbalance,diseases
Acid-Base Imbalances,D000137,Acid-Base Imbalance,diseases
"Imbalance, Acid-Base",D000137,Acid-Base Imbalance,diseases
"Imbalances, Acid-Base",D000137,Acid-Base Imbalance,diseases
Acidosis,D000138,Acidosis,diseases
Acidoses,D000138,Acidosis,diseases
Metabolic Acidosis,D000138,Acidosis,diseases
"Acidoses, Metabolic",D000138,Acidosis,diseases
"Acidosis, Metabolic",D000138,Acidosis,diseases
Metabolic Acidoses,D000138,Acidosis,diseases
"Acidosis, Lactic",D000140,"Acidosis, Lactic",diseases
Lactic Acidosis,D000140,"Acidosis, Lactic",diseases
"Acidosis, Renal Tubular",D000141,"Acidosis, Renal Tubular",diseases
Renal Tubular Acidosis,D000141,"Acidosis, Renal Tubular",diseases
"Renal Tubular Acidosis, Type I",D000141,"Acidosis, Renal Tubular",diseases
"Acidosis, Renal Tubular, Type I",D000141,"Acidosis, Renal Tubular",diseases
Type I Renal Tubular Acidosis,D000141,"Acidosis, Renal Tubular",diseases
Classic Distal Renal Tubular Acidosis,D000141,"Acidosis, Renal Tubular",diseases
"Renal Tubular Acidosis, Distal, Autosomal Dominant",D000141,"Acidosis, Renal Tubular",diseases
Renal Tubular Acidosis I,D000141,"Acidosis, Renal Tubular",diseases
Autosomal Dominant Distal Renal Tubular Acidosis,D000141,"Acidosis, Renal Tubular",diseases
Renal Tubular Acidosis 1,D000141,"Acidosis, Renal Tubular",diseases
"RTA, Classic Type",D000141,"Acidosis, Renal Tubular",diseases
Classic Type RTA,D000141,"Acidosis, Renal Tubular",diseases
Classic Type RTAs,D000141,"Acidosis, Renal Tubular",diseases
"RTAs, Classic Type",D000141,"Acidosis, Renal Tubular",diseases
"RTA, Distal Type, Autosomal Dominant",D000141,"Acidosis, Renal Tubular",diseases
Distal Renal Tubular Acidosis,D000141,"Acidosis, Renal Tubular",diseases
"RTA, Gradient Type",D000141,"Acidosis, Renal Tubular",diseases
Gradient Type RTA,D000141,"Acidosis, Renal Tubular",diseases
Gradient Type RTAs,D000141,"Acidosis, Renal Tubular",diseases
"RTAs, Gradient Type",D000141,"Acidosis, Renal Tubular",diseases
"Renal Tubular Acidosis, Type II",D000141,"Acidosis, Renal Tubular",diseases
"Acidosis, Renal Tubular, Type II",D000141,"Acidosis, Renal Tubular",diseases
Type II Renal Tubular Acidosis,D000141,"Acidosis, Renal Tubular",diseases
"Renal Tubular Acidosis, Proximal, with Ocular Abnormalities",D000141,"Acidosis, Renal Tubular",diseases
"Renal Tubular Acidosis, Proximal",D000141,"Acidosis, Renal Tubular",diseases
Renal Tubular Acidosis II,D000141,"Acidosis, Renal Tubular",diseases
Proximal Renal Tubular Acidosis,D000141,"Acidosis, Renal Tubular",diseases
"RTA, Proximal Type",D000141,"Acidosis, Renal Tubular",diseases
Proximal Type RTA,D000141,"Acidosis, Renal Tubular",diseases
Proximal Type RTAs,D000141,"Acidosis, Renal Tubular",diseases
"RTAs, Proximal Type",D000141,"Acidosis, Renal Tubular",diseases
"Acidosis, Respiratory",D000142,"Acidosis, Respiratory",diseases
Respiratory Acidosis,D000142,"Acidosis, Respiratory",diseases
